show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s5814,Movie,Jhoom Barabar Jhoom,4461,"Abhishek Bachchan, Preity Zinta, Lara Dutta, Amitabh Bachchan, Bobby Deol, Piyush Mishra, Ameet Chana",,,2007,0,132,"Drama, International, Romance","""London, an overcrowded cafe, one table to share. Two strangers tell each other 'how I met my fiancé' stories to kill time. Rikki (Abhishek Bachchan) met his fiance Anaida (Lara Dutta) at the Ritz in Paris & Alvira (Preity Zinta) met her prince charming Steve (Bobby Deol) at Madame Tussauds in London. Stories unfold. What follows is a crazy love story full of deceits & a complicated quadrangle. """
s5815,Movie,Highlander,4255,"Clancy Brown, Sean Connery, Roxanne Hart, Christopher Lambert",,,1986,14,117,"Action, Adventure, Fantasy","An immortal Scottish swordsman must confront the last of his immortal opponent, a murderously brutal barbarian who lusts for the fabled ""Prize."""
s5816,Movie,Helena,188,"Giovanna Landolfi, Ciro Esposito",,,2020,2,80,Drama,"Helena, a brilliant journalist, writes articles on the land of fires and recurring is the phrase ""To my land that may flourish and never burn again"" Helena lends herself to helping people with cancer with her psychologist friend Maria (Stefania De Francesco)."
s5817,Movie,He's Out There,3864,"Yvonne Strahovski, Justin Bruening",,,2018,14,89,"Action, Horror, Suspense","On vacation at a remote lake house, a mother and her two young daughters must fight for survival after falling into a terrifying and bizarre nightmare conceived by a psychopath."
s5818,Movie,Eruption LA,4422,"Matthew Atkinson, Lexi Johnson, Amy Paffrath, Harry Van Gorkum, Eric Etebari",,,2018,15,87,"Action, Adventure, Fantasy",Struggling screenwriter Josh Kendricks finds himself starring in his own disaster movie when volcanoes begin erupting all over Los Angeles. Now Josh must work together with a scientist and a Hollywood diva to save the city before it blows in one final eruption.
s5819,Movie,Ed Hill: Candy and Smiley,2225,Ed Hill,,,2021,0,68,"Arts, Entertainment, and Culture, Comedy","Candy & Smiley is relevant, realistic, and at times – ridiculous. Comprised of stories about Ed's life and relationship with his parents, the special explores the intricacies and intimacies of a first generation Taiwanese-Canadian family."
s5820,Movie,Duniyadari,4348,"Swapnil Joshi, Sai Tamhankar, Ankush Chaudhari, Urmilla Kanetkar, Jitendra Joshi, Sushant Shellar, Richa Pariyalli, Sandeep Kulkarni, Anand Abhyankar, Nagesh Bhonsle, Shrirang Deshmukh, Ajinkya Joshi, Varsha Usgaonkar, Rajesh Bhosle",India,,2013,0,146,Romance,"A young man in his 20s who is caught up in a bitter relationship with his parents. In spite of having all materialistic pleasures he craves for something better in his life. The void in his life is filled by the Digya gang he meets on college katta, soon comes bliss in his life in form of two beautiful girls. Life teaches Shreyas to face facts, through his friends and people around him."
s5821,Movie,Drastic Measures,5113,"Christian Velky, Marikah Cunningham, Cody Laper, Shadia Martin",,,2019,2,79,"Drama, Horror, Suspense",An estranged husband and wife attempt to rekindle their marriage by taking a vacation at a cabin in the woods. But they soon find themselves in a dangerous situation when another couple unexpectedly appears.
s5822,Movie,Crucified,937,"Cinzia Monreale, Giovanni Lombardo Radice, Marina Loi, Veronica Urban, Lorenzo Lepori",,,2021,2,72,"Horror, Suspense","In a world ravaged by the Apocalypse, groups of soldiers are engaged in exterminating every person they find in their search for patient zero, the root of all this evil."
s5823,Movie,Come Out Fighting,1493,"Joe Ricci, Michelle Palermo, Anthony Pavelich, Scott Anthony Leet, Richard O. Ryan",,,2016,3,101,Romance,"A classic tale of love and survival in the brutal world of bare knuckle fighting. Powerfully told and acted by a wonderful ensemble of actors. Jazz desperately looks for a way out of the dark past that haunts him and the violence he faces as a bare knuckle fighter. Gia leads a lonely life while trying to corral her out of control brother ""Fast Buck"" Freddie who only dreams of a big and easy score."
s5824,Movie,Cleo,1735,Ezio Maria Tisi,,,2020,0,15,Drama,"""Cleo"" claustrophobically tells the routine of an elderly man named Bruno who has spent his entire life rejecting any kind of technology. The shortfilm wants to show an alternative vision of today's times in which technology is increasingly taking over the lives of the new generations, telling the point of view of those who cannot use it with the same ease."
s5825,Movie,Cannibal Troll,4403,"Megan Purvis, Barbara Dabson, Faith Kiggundu, Georgina Jane",,,2021,3,84,Horror,"A group of friends on a camping trip, for the bride to be' s hen do, find themselves hunted down by a man eating cannibal troll in the woodland. They are hunted, captured and locked up in the Trolls torture chamber being forced to undergo a variety of challenges in order to escape their fate."
s5827,Movie,Bastaard,3142,"Amir Motaffaf, Arne de Tremerie, Bjarne Devolder, Bruno Mazereel, Cesar De Sutter, Koen De Bouw, Lukas Bulteel, Spencer Bogaert",,,2019,3,104,"Drama, Suspense","Seventeen-year-old Daan does not have an easy time. His older brother Robbie died in an accident two years ago, which still leaves traces within the family. His mother Nina is locked up at home, his father Filip runs away from work. When mother and son meet the homeless Radja, Nina smells an opportunity to fill the void in her life again."
s5828,Movie,Back For Good,484,"Molly Donovan, Ian Cramer, Peter Donovan, Julia Best Warner, Maggie Carr, Chris Fafalios, Colin Whitney, Ben Edelman, Justin Francart, Cameo Sherrell",,,2021,3,73,Drama,An actress confronts her quarter-life crisis by breaking up with New York City and returning home to win back the love of her life.
s5830,Movie,Absurd Accident,2878,"Chen Xixu, Gao Ye, Cao Rui, Ren Suxi",,,2017,2,101,"Arthouse, Comedy, Drama","Bouncing with nail-biting suspense and ingenious humor, this audacious debut portrays a puzzling crime happened in a rural Chinese small town, where greed, lust and wit battle it out in one night. A sexually impotent motel owner hires a pro to murder his cheating wife. Everything goes exactly as planned, until two blind daters, a robber, a policeman and a strange dead body unexpectedly arrive."
s5831,Movie,Aashiqui,2988,"Rahul Roy, Anu Aggarwal, Avtar Gill, Tom Alter, Reema Lagoo, Homi Wadia, Mushtaq Khan, Javed Khan, Deepak Tijori, Anang Desai, Veerendra Saxena, Sunil Rege, Deepa Mehta",India,,1990,7,145,"Drama, International, Romance",A small-time singer struggling for a break gets his share of fame when his girlfriend becomes a successful model. Their relationship suffers when he begins to feel burdened by her popularity.
s5832,Movie,3rd Class,441,"Nam Jagadeesh, Roopika, Divya Rao, Avinash",,,2020,0,125,Romance,"The triangle love story, revolves around Jaggi , Sahana and Thrisha who hail from different socio-economic background. Sahana and Thrisha both love Jaggie without knowing the reality of him. It is the story of their relationship and how they deal with this difference."
s5833,Movie,15 Killings,1920,"Steve Bongeorno, Maria Olsen, JT Richardson",,,2020,3,97,"Horror, Suspense","After committing a series of multiple murders, a neurologist visits an incarcerated killer, living in exile. She studies him and his brain and discovers the horror that lurks behind his violent impulses."
s5834,Movie,Werewolf,89,"Kamil Polnsiak, Nicolas Przygoda, Sonia Mietelica, Danuta Stenka",,,2020,11,88,"Drama, Horror, Suspense","WW2: a group of children liberated from a concentration camp find themselves, aimless and hungry, stranded in an abandoned mansion in the forest, surrounded by vicious attack dogs."
s5835,Movie,Warmed-Over Krautrock,3102,"Jim Tavaré, Kate Dalton, Derek James Elstro, Adam Weber, Cara Leahy",,,2021,7,82,Comedy,"Welcome to Essential Music, an L.A. record store with more staff members than customers, and where the LP covers act as a Greek chorus. A comedy for anyone who's ever spent too much time obsessing over playlists."
s5837,Movie,The Most Fun You Can Have Dying,2766,"Matt Whelan, Rozane Mesquida, Pana Hema-Taylor",,,2021,0,97,"Drama, Romance","Michael steals the money raised for his cancer treatment to go on a trip to Europe, where he falls in love with an enigmatic French drifter."
s5838,Movie,The Heiress,849,"Candis Nergaard, Jayne Wisener, David Schaal, Jonny Phillips, David Wayman",,,2021,3,83,Horror,Claire and Anna are devoted sisters who live together. Claire begins to see ghostly visions and is hospitalized but the specters were after Anna and her unborn child. They battle with a demon that has cursed the family for three generations.
s5839,Movie,The Funeral Home,3196,"Luis Machín, Celeste Gerez, Camila Vaccarini, Susana Varela, Hugo Arana",,,2021,2,86,Horror,A dysfunctional family lives amongst coffins and mischievous supernatural entities that visit daily. They attribute the paranormal manifestations to their mortuary work. But there is a presence there that means them harm.
s5840,Movie,Tales of an American Hoodrat,642,"Chris Beetem, Brandon Lunzman, Amirah LaPlant, Tylan Glover",,,2019,3,99,"Comedy, Drama","A coming of age story that follows a group of millennial teenagers, as they live their days of adolescence by their own set of rules."
s5841,Movie,Strictly For The Streets Vol. 1,2658,"Ashima Franklin, Amanda Surviety, Julian Horton, Boujie Boss",,,2021,3,70,"Comedy, Drama, Romance","Shantel decides to leave Ivy League college in her senior year and attend an HBCU in Savannah, GA. What she quickly learns is that the HBCU lifestyle is a completely different world."
s5842,Movie,Sacrilege,1143,"Tamaryn Payne, Emily Wyatt, Sian Abrahams, Naomi Willow",,,2021,3,83,Horror,"During the Summer solstice, four young women find themselves in the grips of a mysterious pagan cult. They are offered up as a sacrifice to the cult's enigmatic ancient goddess, who has the ability to sense their greatest fears."
s5843,Movie,Ruben Guthrie,648,"Patrick Brammall, Harriet Dyer, Abbey Lee",,,2015,2,94,"Comedy, Drama",A party boy lifestyle with model fiancée collapses when he hits the bottom of his pool. Mum hits the panic button as his fiancée issues a final challenge. Ruben must battle the bottle and the city that won't let him.
s5844,Movie,Road to Damascus,351,"Frank Red, Becky Killerson, Denzel Moore, Christopher Michael Carney, Ali Daniels, Carl Swanson, Jordan Curtis, Janan Terpstra, Tiffany Cornwell, Greg Creft, Brian Gibson, Rex Isom Jr., Rudy Pavich, Keilani Lee, Christian Reinhart, Holly Peterson, Susan Chambers, Joseph Singer",,,2021,3,99,"Drama, Suspense","When Shelly, a vulnerable trans woman, goes missing- her roommate, Francis, a depressive recovering alcoholic, must delve into his community's seedy underbelly and confront Shelly's nightmarish past in order to find her."
s5845,Movie,Reunion,2026,"Julia Ormond, Emma Draper, Cohen Holloway, Ava Keane, Gina Laverty",,,2021,11,95,Horror,A pregnant woman returns to her recently-deceased grandparents' family home to spend time with her estranged mother. What begins as a reunion turns terrifying.
s5847,Movie,Perfect Strangers,1668,"Sam Neill, Rachael Blake, Joel Tobeck",,,2021,13,99,"Drama, Romance, Suspense",After Melanie goes home from the pub with a handsome stranger (Sam Neill) she realizes she's been kidnapped.
s5848,Movie,Pazhagiya Naatkal,3945,"Meeran, Meghana, Srinath",,,2021,0,120,Romance,"The story revolves teen romance between students, which is dismissed as infatuation by their respective parents. Then, in a turn of events, the girl achieves her dream of becoming a doctor. The boy was a loser. They are meeting again after many years. The boy turned his failure into success without knowing that the same girl helped him to achieve in his career."
s5849,Movie,New York,2614,"John Abraham, Katrina Kaif, Neil Nitin Mukesh, Irrfan Khan, Nawazuddin Siddiqui, Ali Quli Mirza, Rizwan A. Alvi, Samrat Chakrabarti, Brian Dawson, Andrew Flihan, Obaid Kadwani, Dustin Kerns, Ginger Kroll, Rodger Parsons, Cody Ross Pitts, Justin Stern, Aidan Wagner, David Winning, Damon Zarro","India, United States",,2009,0,151,"International, Suspense","NEW YORK is a contemporary story of 3 young friends (John Abraham, Katrina Kaif and Neil Nitin Mukesh) set against the larger than life backdrop of NYC, whose beautiful lives are turned upside down by the larger event of 9/11. Enter Agent Roshan (Irrfan), a FBI undercover agent who sets the ball rolling for a set of events that turn the lives of these friends into a thrilling roller coaster ride."
s5850,Movie,Mala Aai Vhhaychy,4332,"Urmilla Kanetkar, Stacy Bee, Samruddhi Porey, Aiden Brakley, Vivek Raut, Shreya Porey, Suchitra Bandekar, Atul Bhardwaj, Sulabha Deshpande, Akshay Deshpande, Ravikiran Kandalkar, Satyajeet Rajput",,,2011,7,129,Drama,"Mary (Stacy Lee) visits India looking for a surrogate mother. She finds Yashoda (Urmila Kanetkar) to bear her child, but gets disappointed on learning about the child's deformity. Will Mary accept the child?"
s5851,Movie,Lake of the Woods,1645,"C. Thomas Howell, Duane Whitaker, Geoffrey Lewis",,,2007,2,94,"Drama, Suspense","After his wife dumps him, a failed author rents a mountain in an attempt to write a new book. But he gets involved with a local woman whose angry trucker boyfriend blackmails and menaces the fragile wordsmith."
s5853,Movie,Khokababu,1008,"Dev, Subhashree Ganguly, Firdaus",,,2012,0,158,Comedy,"The story of a aimless younger, who fall in love with Don's sister. There is an underworld Don named Shankar Das who lives in Kolkata along with his sister Pooja. Dev joins his organization as an accountant where he gets to know about Puja. They fall deeply in love and the rest of the story evolves around how the hero plays some mind games to win her heart ."
s5854,Movie,Jean of the Joneses,4616,"Taylour Paige, Gloria Reuben, Sherri Shepherd, Erica Ash, Michelle Hurst, Shailyn Pierre-Dixon, Coco Assad, Anna Hopkins, François Arnaud, Mamoudou Athie, Demore Barnes, Cara Ricketts",,,2016,2,86,"Comedy, Drama, Romance","Chaos ensues after the estranged patriarch of the Jones family dies on their doorstep. When the paramedic who answers their 911 call tried to win over acerbic Jean Jones, his attempts are disrupted by old conflicts that come to a boil at the funeral."
s5855,Movie,"It's All Gone, Pete Tong",3260,"Paul Kaye, Beatriz Batarda, Kate Magowan",,,2005,3,88,"Comedy, Drama",A famous DJ in the Ibiza club scene finds the alcohol and drug-fueled party that is his life threatened by the progressive loss of his hearing.
